gene,transcript,contrast,estimate,SE,df,t.ratio,p.value.corrected
FBgn0051279,FBtr0310429,down - up,0.250901419,0.249662799,676,1.004961171,0.999608075
FBgn0051279,FBtr0310429,control - up,0.064103467,0.252388666,676,0.253987107,1
FBgn0051279,FBtr0337013,down - control,0.006841282,0.214426851,676,0.031904967,1
FBgn0051279,FBtr0337013,down - up,-0.110966424,0.213727151,676,-0.519196667,0.999999902
FBgn0051279,FBtr0337013,control - up,-0.117807706,0.2124076,676,-0.554630369,0.999999764
FBgn0051279,FBtr0337014,down - control,-0.251281864,0.221614343,676,-1.133870042,0.998494088
FBgn0051279,FBtr0337014,down - up,-0.251158219,0.222731666,676,-1.127626906,0.998581596
FBgn0051279,FBtr0337014,control - up,0.000123645,0.217851463,676,0.000567565,1
FBgn0260795,FBtr0301438,down - control,-0.178538945,0.08113361,269,-2.200554685,0.24090172
FBgn0260795,FBtr0301438,down - up,0.069491207,0.081205921,269,0.855740646,0.956458598
FBgn0260795,FBtr0301438,control - up,0.248030152,0.081585341,269,3.040131358,0.030845377
FBgn0260795,FBtr0332705,down - control,-0.01972178,0.080522839,269,-0.244921567,0.999879037
FBgn0260795,FBtr0332705,down - up,0.000720475,0.080525003,269,0.008947217,1
FBgn0260795,FBtr0332705,control - up,0.020442255,0.080940231,269,0.252559874,0.999859263
FBgn0061492,FBtr0301446,down - control,0.035162712,0.087576742,268,0.401507428,0.998646884
FBgn0061492,FBtr0301446,down - up,0.066512519,0.08757115,268,0.759525477,0.973923826
FBgn0061492,FBtr0301446,control - up,0.031349807,0.087967142,268,0.356380875,0.999240105
FBgn0061492,FBtr0301447,down - control,0.0485588,0.085920963,268,0.5651566,0.993152485
FBgn0061492,FBtr0301447,down - up,0.06087013,0.085914056,268,0.708500257,0.980817768
FBgn0061492,FBtr0301447,control - up,0.012311331,0.086297912,268,0.142660821,0.999991706
FBgn0027948,FBtr0301480,down - control,0.0264872,0.065909218,405,0.401873988,0.999981116
FBgn0027948,FBtr0301480,down - up,0.0737194,0.065974343,405,1.117394979,0.971428836
FBgn0027948,FBtr0301480,control - up,0.0472322,0.066267831,405,0.712747039,0.998604453
FBgn0027948,FBtr0304802,down - control,-0.0269689,0.070639519,405,-0.381782039,0.999987309
FBgn0027948,FBtr0304802,down - up,-0.219322713,0.070185436,405,-3.12490348,0.049096195
FBgn0027948,FBtr0304802,control - up,-0.192353813,0.070212364,405,-2.739600318,0.137444711
FBgn0027948,FBtr0304803,down - control,0.041589076,0.064919546,405,0.640624878,0.999357041
FBgn0027948,FBtr0304803,down - up,0.071540603,0.06494278,405,1.101594397,0.973816452
FBgn0027948,FBtr0304803,control - up,0.029951526,0.065271972,405,0.458872706,0.999947588
FBgn0264962,FBtr0301513,down - control,0.002225549,0.07337132,540,0.030332678,1
FBgn0264962,FBtr0301513,down - up,0.027246863,0.07341108,540,0.371154642,0.999999894
FBgn0264962,FBtr0301513,control - up,0.025021314,0.073739794,540,0.339319016,0.99999996
FBgn0264962,FBtr0302109,down - control,0.055175501,0.072443804,540,0.761631739,0.99982019
FBgn0264962,FBtr0302109,down - up,0.061942564,0.072450367,540,0.854965494,0.999452045
FBgn0264962,FBtr0302109,control - up,0.006767063,0.072830287,540,0.092915512,1
FBgn0264962,FBtr0339986,down - control,-0.331280687,0.076832951,540,-4.311700676,0.001155966
FBgn0264962,FBtr0339986,down - up,-0.071604792,0.077461772,540,-0.924388774,0.99886152
FBgn0264962,FBtr0339986,control - up,0.259675895,0.076835928,540,3.379615507,0.037020549
FBgn0264962,FBtr0345528,down - control,0.030592826,0.072446239,540,0.422283145,0.999999581
FBgn0264962,FBtr0345528,down - up,0.028285674,0.072450625,540,0.390413109,0.999999818
FBgn0264962,FBtr0345528,control - up,-0.002307152,0.072826835,540,-0.031679969,1
FBgn0261526,FBtr0301518,down - control,0.160107281,0.337641167,404,0.474193601,0.999932627
FBgn0261526,FBtr0301518,down - up,0.198849639,0.33875848,404,0.58699531,0.999663034
FBgn0261526,FBtr0301518,control - up,0.038742359,0.340975415,404,0.113622147,0.999999999
FBgn0261526,FBtr0301519,down - control,0.087054319,0.32221656,404,0.270173323,0.999999152
FBgn0261526,FBtr0301519,down - up,0.362445034,0.326719866,404,1.109344951,0.972663781
FBgn0261526,FBtr0301519,control - up,0.275390715,0.326961516,404,0.842272565,0.99547827
FBgn0261526,FBtr0333587,down - control,0.658578513,0.30064505,404,2.190551657,0.413817141
FBgn0261526,FBtr0333587,down - up,0.53414758,0.299967142,404,1.780686967,0.695011615
FBgn0261526,FBtr0333587,control - up,-0.124430933,0.30221782,404,-0.411725997,0.999977228
FBgn0285917,FBtr0301549,down - control,0.243447869,0.084974504,269,2.864951919,0.05075109
FBgn0285917,FBtr0301549,down - up,-0.005624254,0.085074022,269,-0.066110119,0.999999821
FBgn0285917,FBtr0301549,control - up,-0.249072122,0.085085263,269,-2.927323878,0.04267409
FBgn0285917,FBtr0301550,down - control,-0.01815654,0.083300106,269,-0.217965393,0.999932
FBgn0285917,FBtr0301550,down - up,-0.010548407,0.083311133,269,-0.126614609,0.999995422
FBgn0285917,FBtr0301550,control - up,0.007608134,0.083722569,269,0.090873151,0.999999124
FBgn0260874,FBtr0301604,down - control,-0.011114176,0.250612122,268,-0.044348118,0.999999976
FBgn0260874,FBtr0301604,down - up,-0.393931291,0.250267915,268,-1.574038331,0.616402543
FBgn0260874,FBtr0301604,control - up,-0.382817115,0.250941297,268,-1.525524572,0.648111589
FBgn0260874,FBtr0301606,down - control,0.002592716,0.252567879,268,0.010265421,1
FBgn0260874,FBtr0301606,down - up,-0.284061674,0.251937443,268,-1.127508761,0.869624873
FBgn0260874,FBtr0301606,control - up,-0.28665439,0.252691943,268,-1.134402572,0.866659664
FBgn0016976,FBtr0301618,down - control,-0.168291743,0.085129364,268,-1.976894165,0.358360589
FBgn0016976,FBtr0301618,down - up,0.004438893,0.085151451,268,0.052129384,0.999999945
FBgn0016976,FBtr0301618,control - up,0.172730636,0.085578374,268,2.018391194,0.334608827
FBgn0016976,FBtr0344465,down - control,0.178387503,0.086591386,268,2.060106805,0.311583073
FBgn0016976,FBtr0344465,down - up,0.087723299,0.086579213,268,1.013214322,0.913281395
FBgn0016976,FBtr0344465,control - up,-0.090664204,0.087072622,268,-1.041248118,0.903543576
FBgn0026566,FBtr0301623,down - control,0.160390232,0.071597695,268,2.240159155,0.223001782
FBgn0026566,FBtr0301623,down - up,0.073772744,0.071584324,268,1.030571225,0.907326931
FBgn0026566,FBtr0301623,control - up,-0.086617488,0.07172637,268,-1.207610093,0.832931293
FBgn0026566,FBtr0346140,down - control,-0.008429391,0.073684955,268,-0.114397722,0.999997239
FBgn0026566,FBtr0346140,down - up,-0.027961396,0.073698419,268,-0.379402929,0.998970647
FBgn0026566,FBtr0346140,control - up,-0.019532005,0.073717875,268,-0.26495616,0.999821799
FBgn0032707,FBtr0301647,down - control,-0.049201895,0.137107424,268,-0.358856534,0.999214122
FBgn0032707,FBtr0301647,down - up,-0.176422165,0.136935807,268,-1.288356709,0.791263233
FBgn0032707,FBtr0301647,control - up,-0.12722027,0.136765171,268,-0.930209569,0.938430372
FBgn0032707,FBtr0343112,down - control,0.455109496,0.13589236,268,3.349044019,0.011821977
FBgn0032707,FBtr0343112,down - up,0.312588755,0.135693496,268,2.303638452,0.196185583
FBgn0032707,FBtr0343112,control - up,-0.142520741,0.1365575,268,-1.043668351,0.902673198
FBgn0038165,FBtr0301654,down - control,-0.087983009,0.115085993,404,-0.764497986,0.997699835
FBgn0038165,FBtr0301654,down - up,-0.0239691,0.115402051,404,-0.207700812,0.999999894
FBgn0038165,FBtr0301654,control - up,0.06401391,0.115394313,404,0.554740593,0.999779091
FBgn0038165,FBtr0334492,down - control,-0.069328261,0.110880324,404,-0.625253055,0.999462164
FBgn0038165,FBtr0334492,down - up,-0.00120632,0.110946536,404,-0.010872988,1
FBgn0038165,FBtr0334492,control - up,0.068121941,0.111322693,404,0.611932202,0.999541206
FBgn0038165,FBtr0334494,down - control,0.213910282,0.120677303,404,1.772580904,0.700318694
FBgn0038165,FBtr0334494,down - up,0.197471298,0.121016277,404,1.631774691,0.786816271
FBgn0038165,FBtr0334494,control - up,-0.016438984,0.121907108,404,-0.134848446,0.999999997
FBgn0015316,FBtr0301665,down - control,0.173158398,0.085463501,268,2.026109356,0.330282666
FBgn0015316,FBtr0301665,down - up,0.183600996,0.08413677,268,2.182173095,0.249535736
FBgn0015316,FBtr0301665,control - up,0.010442597,0.085983478,268,0.121448884,0.99999628
FBgn0015316,FBtr0345312,down - control,0.264149471,0.103457012,268,2.553229271,0.112778499
FBgn0015316,FBtr0345312,down - up,0.101436148,0.102129601,268,0.993210062,0.919843654
FBgn0015316,FBtr0345312,control - up,-0.162713323,0.104325414,268,-1.559671001,0.625838815
FBgn0039282,FBtr0301670,down - control,-0.113420052,0.203846845,677,-0.556398371,0.999999754
FBgn0039282,FBtr0301670,down - up,0.22683178,0.205403571,677,1.104322473,0.99887083
FBgn0039282,FBtr0301670,control - up,0.340251832,0.205967043,677,1.651972217,0.946227198
FBgn0039282,FBtr0302169,down - control,-0.070404916,0.198163016,677,-0.355287871,0.999999999
FBgn0039282,FBtr0302169,down - up,-0.10661339,0.197893827,677,-0.538740351,0.999999839
FBgn0039282,FBtr0302169,control - up,-0.036208474,0.199222213,677,-0.181749178,1
FBgn0039282,FBtr0302171,down - control,-0.510734241,0.215695275,677,-2.367850856,0.539811818
FBgn0039282,FBtr0302171,down - up,-0.015511654,0.218809143,677,-0.070891253,1
FBgn0039282,FBtr0302171,control - up,0.495222587,0.218644857,677,2.26496335,0.617089494
FBgn0039282,FBtr0302172,down - control,-0.193174425,0.199958823,677,-0.966071028,0.999751567
FBgn0039282,FBtr0302172,down - up,0.158994338,0.200370009,677,0.793503674,0.999976701
FBgn0039282,FBtr0302172,control - up,0.352168764,0.201542905,677,1.74736374,0.917429557
FBgn0039282,FBtr0345299,down - control,-0.157481345,0.202119328,677,-0.779150347,0.999981421
FBgn0039282,FBtr0345299,down - up,0.220770021,0.203072494,677,1.087148812,0.999049937
FBgn0039282,FBtr0345299,control - up,0.378251366,0.203601905,677,1.857798753,0.872963123
FBgn0038693,FBtr0301693,down - control,-0.12094892,0.086619608,540,-1.396322647,0.963994977
FBgn0038693,FBtr0301693,down - up,0.083648481,0.086865006,540,0.962970985,0.998343296
FBgn0038693,FBtr0301693,control - up,0.204597401,0.086942054,540,2.353261642,0.440093741
FBgn0038693,FBtr0301694,down - control,0.227273378,0.087756505,540,2.589818031,0.288031997
FBgn0038693,FBtr0301694,down - up,0.106185795,0.087586774,540,1.212349652,0.987892786
FBgn0038693,FBtr0301694,control - up,-0.121087583,0.088114096,540,-1.374213531,0.967976857
FBgn0038693,FBtr0344552,down - control,0.040205327,0.085070964,540,0.472609276,0.999998621
FBgn0038693,FBtr0344552,down - up,0.106705084,0.085151947,540,1.253113848,0.984215304
FBgn0038693,FBtr0344552,control - up,0.066499757,0.085442789,540,0.77829572,0.999777904
FBgn0038693,FBtr0344553,down - control,-0.057932964,0.084894069,540,-0.682414746,0.999939407
FBgn0038693,FBtr0344553,down - up,-0.064608382,0.084883049,540,-0.761145867,0.999821309
FBgn0038693,FBtr0344553,control - up,-0.006675418,0.085181299,540,-0.078367177,1
FBgn0032549,FBtr0301695,down - control,1.06325832,0.428887197,268,2.479109489,0.134021873
FBgn0032549,FBtr0301695,down - up,1.022850917,0.428908402,268,2.384777058,0.165293378
FBgn0032549,FBtr0301695,control - up,-0.040407404,0.432328661,268,-0.09346455,0.999998992
FBgn0032549,FBtr0343710,down - control,0.499226052,0.428495328,268,1.165067667,0.85302426
FBgn0032549,FBtr0343710,down - up,0.468265311,0.428753839,268,1.09215421,0.88424439
FBgn0032549,FBtr0343710,control - up,-0.030960741,0.430382202,268,-0.071937782,0.999999727
FBgn0038402,FBtr0301709,down - control,-0.035728716,0.131411927,540,-0.271883354,0.999999996
FBgn0038402,FBtr0301709,down - up,-0.059207652,0.131420389,540,-0.450521054,0.999999167
FBgn0038402,FBtr0301709,control - up,-0.023478937,0.131949512,540,-0.177938793,1
FBgn0038402,FBtr0344010,down - control,-0.160295283,0.134270907,540,-1.193819912,0.98932055
FBgn0038402,FBtr0344010,down - up,-0.206215355,0.134161699,540,-1.537065772,0.929663091
FBgn0038402,FBtr0344010,control - up,-0.045920073,0.134257644,540,-0.342029482,0.999999956
FBgn0038402,FBtr0344011,down - control,-0.042300527,0.138742709,540,-0.304884682,0.999999987
FBgn0038402,FBtr0344011,down - up,0.173293901,0.14079301,540,1.230841649,0.986320046
FBgn0038402,FBtr0344011,control - up,0.215594428,0.140731558,540,1.531955104,0.931204174
FBgn0038402,FBtr0344012,down - control,0.154477641,0.171663315,540,0.899887323,0.999112887
FBgn0038402,FBtr0344012,down - up,-0.035603095,0.1674769,540,-0.212585108,1
FBgn0038402,FBtr0344012,control - up,-0.190080736,0.170471982,540,-1.115026254,0.993962472
FBgn0022787,FBtr0301715,down - control,-0.089412511,0.102083112,268,-0.875879565,0.951989757
FBgn0022787,FBtr0301715,down - up,0.153596626,0.102424046,268,1.499614908,0.66483089
FBgn0022787,FBtr0301715,control - up,0.243009137,0.102616287,268,2.368134182,0.171323539
FBgn0022787,FBtr0344471,down - control,0.118602609,0.098499325,268,1.204095643,0.834641729
FBgn0022787,FBtr0344471,down - up,0.103534177,0.09849935,268,1.051115336,0.899965478
FBgn0022787,FBtr0344471,control - up,-0.015068431,0.099019749,268,-0.15217602,0.999988564
FBgn0260965,FBtr0301717,down - control,-0.707710206,0.181750155,269,-3.893863009,0.001720164
FBgn0260965,FBtr0301717,down - up,-0.519806146,0.184504201,269,-2.817313339,0.057762234
FBgn0260965,FBtr0301717,control - up,0.187904059,0.176590036,269,1.064069435,0.895150785
FBgn0260965,FBtr0304053,down - control,0.183115787,0.162601399,269,1.126163661,0.870200891
FBgn0260965,FBtr0304053,down - up,0.118578196,0.162501311,269,0.729706088,0.978136532
FBgn0260965,FBtr0304053,control - up,-0.064537591,0.163524972,269,-0.394665049,0.998754586
FBgn0262527,FBtr0301732,down - control,-0.151217252,0.045558322,269,-3.319201507,0.013021564
FBgn0262527,FBtr0301732,down - up,0.026417394,0.046128716,269,0.57268869,0.992718689
FBgn0262527,FBtr0301732,control - up,0.177634646,0.045668837,269,3.889624946,0.001748051
FBgn0262527,FBtr0334592,down - control,0.076206838,0.040792426,269,1.868161451,0.424125632
FBgn0262527,FBtr0334592,down - up,0.015873796,0.040776441,269,0.389288408,0.998834395
FBgn0262527,FBtr0334592,control - up,-0.060333042,0.040981356,269,-1.472207079,0.682306871
FBgn0260970,FBtr0301748,down - control,-0.013878853,0.09923938,268,-0.139852274,0.999992487
FBgn0260970,FBtr0301748,down - up,0.031224527,0.099282234,268,0.314502662,0.99958681
FBgn0260970,FBtr0301748,control - up,0.04510338,0.099750863,268,0.452160298,0.997607522
FBgn0260970,FBtr0331299,down - control,0.19598191,0.099905525,268,1.961672391,0.367273273
FBgn0260970,FBtr0331299,down - up,0.135725157,0.099867859,268,1.359047422,0.751389595
FBgn0260970,FBtr0331299,control - up,-0.060256753,0.100497284,268,-0.599585888,0.990997955
FBgn0058263,FBtr0301779,down - control,-0.022592134,0.087002837,676,-0.259671233,1
FBgn0058263,FBtr0301779,down - up,-0.014927992,0.087032758,676,-0.171521528,1
FBgn0058263,FBtr0301779,control - up,0.007664142,0.087202681,676,0.08788884,1
FBgn0058263,FBtr0301780,down - control,0.010371789,0.087837667,676,0.118079052,1
FBgn0058263,FBtr0301780,down - up,-0.018250504,0.087831577,676,-0.207789775,1
FBgn0058263,FBtr0301780,control - up,-0.028622292,0.087984918,676,-0.325309073,1
FBgn0058263,FBtr0301781,down - control,-0.041052277,0.092402905,676,-0.444274747,0.999999988
FBgn0058263,FBtr0301781,down - up,-0.190623312,0.092362131,676,-2.063868698,0.758449972
FBgn0058263,FBtr0301781,control - up,-0.149571034,0.092188568,676,-1.622446664,0.953457077
FBgn0058263,FBtr0334935,down - control,0.031743684,0.086933532,676,0.365148899,0.999999999
FBgn0058263,FBtr0334935,down - up,-0.037017022,0.086919372,676,-0.425877697,0.999999993
FBgn0058263,FBtr0334935,control - up,-0.068760706,0.087091867,676,-0.789519253,0.999978107
FBgn0058263,FBtr0334936,down - control,-0.057896812,0.088238874,676,-0.656137255,0.999997891
FBgn0058263,FBtr0334936,down - up,-0.23467701,0.088109747,676,-2.663462543,0.329908584
FBgn0058263,FBtr0334936,control - up,-0.176780197,0.088170461,676,-2.004982125,0.79503234
FBgn0260008,FBtr0301783,down - control,-0.068093797,0.03593014,268,-1.89517202,0.407363821
FBgn0260008,FBtr0301783,down - up,0.00417786,0.035930184,268,0.116277179,0.999997005
FBgn0260008,FBtr0301783,control - up,0.072271657,0.036069911,268,2.003654999,0.342949614
FBgn0260008,FBtr0301784,down - control,0.033057837,0.03620151,268,0.913161846,0.942926304
FBgn0260008,FBtr0301784,down - up,0.044354384,0.03620903,268,1.224953683,0.82436036
FBgn0260008,FBtr0301784,control - up,0.011296547,0.036337247,268,0.310880644,0.999609565
FBgn0085638,FBtr0301790,down - control,-0.198421967,0.122530212,540,-1.619371771,0.901544016
FBgn0085638,FBtr0301790,down - up,0.064457942,0.122621728,540,0.52566493,0.999995801
FBgn0085638,FBtr0301790,control - up,0.262879909,0.123107678,540,2.135365674,0.597463343
FBgn0085638,FBtr0301791,down - control,-0.035811243,0.128891852,540,-0.277839462,0.999999995
FBgn0085638,FBtr0301791,down - up,-0.179667861,0.128204991,540,-1.401410815,0.963028697
FBgn0085638,FBtr0301791,control - up,-0.143856618,0.128659563,540,-1.118118342,0.993818549
FBgn0085638,FBtr0301792,down - control,0.185424058,0.122637832,540,1.511964571,0.937008617
FBgn0085638,FBtr0301792,down - up,0.167540264,0.122290336,540,1.370020476,0.968693153
FBgn0085638,FBtr0301792,control - up,-0.017883794,0.123166754,540,-0.145199849,1
FBgn0085638,FBtr0334937,down - control,0.118928215,0.122626396,540,0.969841881,0.998232683
FBgn0085638,FBtr0334937,down - up,0.13983903,0.122663385,540,1.140022595,0.992716517
FBgn0085638,FBtr0334937,control - up,0.020910816,0.123230387,540,0.169688793,1
FBgn0058198,FBtr0301809,down - control,0.090180431,0.35497605,268,0.254046522,0.999855126
FBgn0058198,FBtr0301809,down - up,0.259882523,0.356319868,268,0.72935176,0.978182713
FBgn0058198,FBtr0301809,control - up,0.169702092,0.356452867,268,0.476085641,0.996941973
FBgn0058198,FBtr0333189,down - control,0.236479729,0.353267229,268,0.669407491,0.985126272
FBgn0058198,FBtr0333189,down - up,0.411265148,0.353655384,268,1.162898026,0.85401269
FBgn0058198,FBtr0333189,control - up,0.174785419,0.353697289,268,0.494166691,0.996351219
FBgn0023215,FBtr0301822,down - control,0.036599198,0.17602819,677,0.207916687,1
FBgn0023215,FBtr0301822,down - up,0.077787675,0.176048324,677,0.44185411,0.999999989
FBgn0023215,FBtr0301822,control - up,0.041188477,0.176973028,677,0.232738727,1
